Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,3650.000000,3690.000000,3650.000000,3680.000000,3259.314941,102973700
2018-04-06,3680.000000,3690.000000,3650.000000,3650.000000,3232.744141,62905500
2018-04-09,3630.000000,3780.000000,3630.000000,3770.000000,3339.026367,114947800
2018-04-10,3740.000000,3880.000000,3730.000000,3860.000000,3418.737549,138847700
2018-04-11,3850.000000,3890.000000,3850.000000,3870.000000,3427.594971,58454500
2018-04-12,3830.000000,3860.000000,3740.000000,3750.000000,3321.312744,76340800
2018-04-13,3760.000000,3780.000000,3630.000000,3660.000000,3241.601074,88313600
2018-04-16,3660.000000,3660.000000,3660.000000,3660.000000,3241.601074,0
2018-04-17,3660.000000,3660.000000,3660.000000,3660.000000,3241.601074,0
2018-04-18,3720.000000,3770.000000,3710.000000,3770.000000,3339.026367,65927000
2018-04-19,3770.000000,3770.000000,3770.000000,3770.000000,3339.026367,0
2018-04-20,3770.000000,3770.000000,3770.000000,3770.000000,3339.026367,0
2018-04-23,3720.000000,3780.000000,3720.000000,3750.000000,3321.312744,72362700
2018-04-24,3810.000000,3830.000000,3770.000000,3830.000000,3392.167236,81396500
2018-04-25,3830.000000,3830.000000,3830.000000,3830.000000,3392.167236,0
2018-04-26,3830.000000,3830.000000,3830.000000,3830.000000,3392.167236,0
2018-04-27,3830.000000,3830.000000,3830.000000,3830.000000,3392.167236,0
2018-04-30,3750.000000,3870.000000,3750.000000,3830.000000,3392.167236,95418200
2018-05-01,3830.000000,3830.000000,3830.000000,3830.000000,3392.167236,0
2018-05-02,3810.000000,3880.000000,3780.000000,3870.000000,3427.594971,118872100
2018-05-03,3850.000000,3860.000000,3740.000000,3740.000000,3312.455811,91601300
2018-05-04,3700.000000,3750.000000,3650.000000,3730.000000,3303.598877,80894300
2018-05-07,3750.000000,3820.000000,3730.000000,3800.000000,3365.596680,97351600
2018-05-08,3650.000000,3670.000000,3570.000000,3620.000000,3234.717529,107379900
2018-05-09,3600.000000,3780.000000,3530.000000,3700.000000,3306.203125,149687500
2018-05-10,3700.000000,3700.000000,3700.000000,3700.000000,3306.203125,0
2018-05-11,3700.000000,3750.000000,3620.000000,3630.000000,3243.653320,120995700
2018-05-14,3560.000000,3610.000000,3500.000000,3540.000000,3163.232178,161018200
2018-05-15,3520.000000,3530.000000,3350.000000,3370.000000,3011.325684,230994800
2018-05-16,3280.000000,3530.000000,3250.000000,3480.000000,3109.618164,205406800
2018-05-17,3510.000000,3610.000000,3490.000000,3490.000000,3118.553711,179026500
2018-05-18,3520.000000,3530.000000,3400.000000,3490.000000,3118.553711,75748600
2018-05-21,3490.000000,3490.000000,3410.000000,3420.000000,3056.004150,57210900
2018-05-22,3420.000000,3500.000000,3420.000000,3470.000000,3100.682617,78667200
2018-05-23,3460.000000,3530.000000,3450.000000,3470.000000,3100.682617,110630200
2018-05-24,3480.000000,3590.000000,3480.000000,3560.000000,3181.103516,84178300
2018-05-25,3540.000000,3590.000000,3530.000000,3560.000000,3181.103516,66374400
2018-05-28,3580.000000,3700.000000,3560.000000,3690.000000,3297.267578,90299200
2018-05-29,3690.000000,3690.000000,3690.000000,3690.000000,3297.267578,0
2018-05-30,3600.000000,3730.000000,3590.000000,3600.000000,3216.846191,148933500
2018-05-31,3600.000000,3610.000000,3500.000000,3520.000000,3145.360596,255204300
2018-06-01,3520.000000,3520.000000,3520.000000,3520.000000,3145.360596,0
2018-06-04,3540.000000,3660.000000,3530.000000,3640.000000,3252.589111,141754800
2018-06-05,3680.000000,3860.000000,3660.000000,3830.000000,3422.367188,181376800
2018-06-06,3790.000000,3830.000000,3760.000000,3790.000000,3386.624512,143554900
2018-06-07,3800.000000,3830.000000,3770.000000,3770.000000,3368.752930,122724300
2018-06-08,3710.000000,3730.000000,3600.000000,3610.000000,3225.781982,260396300
2018-06-11,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-12,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-13,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-14,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-15,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-18,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-19,3610.000000,3610.000000,3610.000000,3610.000000,3225.781982,0
2018-06-20,3540.000000,3710.000000,3510.000000,3710.000000,3315.138672,295386100
2018-06-21,3650.000000,3700.000000,3610.000000,3610.000000,3225.781982,123848500
2018-06-22,3610.000000,3630.000000,3540.000000,3580.000000,3198.974854,121490900
2018-06-25,3630.000000,3690.000000,3600.000000,3660.000000,3270.460205,97826600
2018-06-26,3600.000000,3700.000000,3600.000000,3690.000000,3297.267578,91252300
2018-06-27,3690.000000,3780.000000,3690.000000,3710.000000,3315.138672,106616500
2018-06-28,3700.000000,3720.000000,3660.000000,3660.000000,3270.460205,133779300
2018-06-29,3650.000000,3750.000000,3640.000000,3750.000000,3350.881592,79116600
2018-07-02,3800.000000,3800.000000,3710.000000,3750.000000,3350.881592,55810800
2018-07-03,3740.000000,3740.000000,3670.000000,3700.000000,3306.203125,79439500
2018-07-04,3700.000000,3810.000000,3630.000000,3760.000000,3359.817139,54884500
2018-07-05,3800.000000,3830.000000,3760.000000,3830.000000,3422.367188,59717900
2018-07-06,3850.000000,3890.000000,3830.000000,3860.000000,3449.174072,67655200
2018-07-09,3900.000000,4000.000000,3880.000000,3980.000000,3556.402344,68798500
2018-07-10,3990.000000,4050.000000,3960.000000,4030.000000,3601.080566,118127300
2018-07-11,4000.000000,4080.000000,3960.000000,4060.000000,3627.887695,144055300
2018-07-12,4050.000000,4110.000000,4040.000000,4100.000000,3663.630615,114531700
2018-07-13,4080.000000,4100.000000,3970.000000,4020.000000,3592.145020,120852800
2018-07-16,3970.000000,4030.000000,3860.000000,3940.000000,3520.659424,66229700
2018-07-17,3970.000000,3970.000000,3890.000000,3940.000000,3520.659424,53740400
2018-07-18,3910.000000,4030.000000,3890.000000,4010.000000,3583.209229,75157800
2018-07-19,4000.000000,4000.000000,3910.000000,3910.000000,3493.852295,65340900
2018-07-20,3900.000000,3990.000000,3890.000000,3990.000000,3565.337891,66456000
2018-07-23,4030.000000,4090.000000,4010.000000,4060.000000,3627.887695,74605900
2018-07-24,4090.000000,4090.000000,4030.000000,4030.000000,3601.080566,64353800
2018-07-25,4060.000000,4060.000000,3900.000000,3900.000000,3484.916504,55617500
2018-07-26,3920.000000,3940.000000,3890.000000,3930.000000,3511.723877,55761900
2018-07-27,3910.000000,3950.000000,3890.000000,3940.000000,3520.659424,52506800
2018-07-30,3890.000000,3950.000000,3890.000000,3910.000000,3493.852295,49045100
2018-07-31,3830.000000,3830.000000,3550.000000,3570.000000,3190.039063,339081700
2018-08-01,3570.000000,3600.000000,3500.000000,3550.000000,3172.167725,190720900
2018-08-02,3550.000000,3590.000000,3450.000000,3500.000000,3127.489258,171276100
2018-08-03,3480.000000,3490.000000,3430.000000,3460.000000,3091.746826,224005400
2018-08-06,3480.000000,3670.000000,3480.000000,3650.000000,3261.524658,231846400
2018-08-07,3650.000000,3670.000000,3570.000000,3580.000000,3198.974854,111024900
2018-08-08,3600.000000,3600.000000,3520.000000,3550.000000,3172.167725,109077400
2018-08-09,3520.000000,3550.000000,3490.000000,3490.000000,3118.553711,110452900
2018-08-10,3510.000000,3540.000000,3480.000000,3500.000000,3127.489258,79851700
2018-08-13,3440.000000,3450.000000,3360.000000,3370.000000,3011.325684,106124800
2018-08-14,3360.000000,3440.000000,3330.000000,3350.000000,2993.454102,108189200
2018-08-15,3350.000000,3450.000000,3310.000000,3430.000000,3064.939697,95526000
2018-08-16,3390.000000,3430.000000,3350.000000,3350.000000,2993.454102,112653900
2018-08-17,3350.000000,3350.000000,3350.000000,3350.000000,2993.454102,0
2018-08-20,3420.000000,3450.000000,3370.000000,3390.000000,3029.196777,163133800
2018-08-21,3400.000000,3440.000000,3350.000000,3350.000000,2993.454102,126746000
2018-08-22,3350.000000,3350.000000,3350.000000,3350.000000,2993.454102,0
2018-08-23,3390.000000,3390.000000,3290.000000,3300.000000,2948.775635,209401300
2018-08-24,3290.000000,3340.000000,3270.000000,3290.000000,2939.839844,103476200
2018-08-27,3330.000000,3480.000000,3310.000000,3460.000000,3091.746826,142917000
2018-08-28,3480.000000,3600.000000,3480.000000,3580.000000,3198.974854,224122500
2018-08-29,3560.000000,3610.000000,3520.000000,3580.000000,3198.974854,126710100
2018-08-30,3580.000000,3590.000000,3510.000000,3510.000000,3136.425049,80352300
2018-08-31,3500.000000,3520.000000,3460.000000,3490.000000,3118.553711,109920300
2018-09-03,3520.000000,3550.000000,3480.000000,3490.000000,3118.553711,46014400
2018-09-04,3500.000000,3510.000000,3410.000000,3420.000000,3056.004150,77620800
2018-09-05,3400.000000,3400.000000,3250.000000,3270.000000,2921.968750,183864900
2018-09-06,3250.000000,3380.000000,3250.000000,3360.000000,3002.389893,172294300
2018-09-07,3360.000000,3390.000000,3320.000000,3390.000000,3029.196777,99447200
2018-09-10,3380.000000,3400.000000,3350.000000,3380.000000,3020.261230,48741600
2018-09-11,3380.000000,3380.000000,3380.000000,3380.000000,3020.261230,0
2018-09-12,3380.000000,3390.000000,3310.000000,3320.000000,2966.647217,81217700
2018-09-13,3370.000000,3470.000000,3370.000000,3450.000000,3082.811035,115198100
2018-09-14,3470.000000,3600.000000,3470.000000,3590.000000,3207.910645,156541000
2018-09-17,3550.000000,3570.000000,3430.000000,3470.000000,3100.682617,95431800
2018-09-18,3470.000000,3590.000000,3440.000000,3570.000000,3190.039063,132571400
2018-09-19,3580.000000,3610.000000,3540.000000,3550.000000,3172.167725,88139600
2018-09-20,3590.000000,3640.000000,3570.000000,3600.000000,3216.846191,80194400
2018-09-21,3630.000000,3630.000000,3550.000000,3600.000000,3216.846191,98577800
2018-09-24,3590.000000,3600.000000,3510.000000,3540.000000,3163.232178,48101000
2018-09-25,3540.000000,3560.000000,3520.000000,3560.000000,3181.103516,25350200
2018-09-26,3550.000000,3590.000000,3540.000000,3540.000000,3163.232178,51055900
2018-09-27,3580.000000,3590.000000,3550.000000,3580.000000,3198.974854,49549400
2018-09-28,3600.000000,3670.000000,3600.000000,3640.000000,3252.589111,116695900
2018-10-01,3610.000000,3690.000000,3610.000000,3670.000000,3279.395996,45504900
2018-10-02,3640.000000,3670.000000,3580.000000,3620.000000,3234.717529,61393800
2018-10-03,3570.000000,3640.000000,3570.000000,3600.000000,3216.846191,46611900
2018-10-04,3570.000000,3600.000000,3510.000000,3600.000000,3216.846191,82550500
2018-10-05,3540.000000,3600.000000,3530.000000,3530.000000,3154.296387,59270300
2018-10-08,3500.000000,3530.000000,3470.000000,3520.000000,3145.360596,71886100
2018-10-09,3530.000000,3620.000000,3520.000000,3590.000000,3207.910645,58708100
2018-10-10,3640.000000,3640.000000,3560.000000,3600.000000,3216.846191,31937500
2018-10-11,3500.000000,3640.000000,3480.000000,3570.000000,3190.039063,114418300
2018-10-12,3630.000000,3700.000000,3620.000000,3680.000000,3288.331787,87991200
2018-10-15,3700.000000,3750.000000,3650.000000,3660.000000,3270.460205,68466400
2018-10-16,3680.000000,3780.000000,3680.000000,3780.000000,3377.688721,98103600
2018-10-17,3800.000000,3910.000000,3800.000000,3900.000000,3484.916504,122953700
2018-10-18,3840.000000,3880.000000,3720.000000,3760.000000,3359.817139,102322600
2018-10-19,3700.000000,3770.000000,3690.000000,3730.000000,3333.010254,140162100
2018-10-22,3730.000000,3830.000000,3730.000000,3800.000000,3395.559814,57680500
2018-10-23,3800.000000,3800.000000,3670.000000,3700.000000,3306.203125,53266800
2018-10-24,3700.000000,3710.000000,3520.000000,3520.000000,3145.360596,117672200
2018-10-25,3490.000000,3580.000000,3460.000000,3550.000000,3172.167725,120108900
2018-10-26,3580.000000,3660.000000,3580.000000,3630.000000,3243.653320,100554100
2018-10-29,3630.000000,3660.000000,3580.000000,3660.000000,3270.460205,54304000
2018-10-30,3640.000000,3850.000000,3630.000000,3800.000000,3395.559814,158933000
2018-10-31,3850.000000,3870.000000,3730.000000,3850.000000,3440.238281,140351400
2018-11-01,3850.000000,3880.000000,3810.000000,3880.000000,3467.045410,69586900
2018-11-02,3900.000000,3940.000000,3880.000000,3940.000000,3520.659424,98072700
2018-11-05,3850.000000,3910.000000,3850.000000,3890.000000,3475.980957,60121700
2018-11-06,3930.000000,3930.000000,3820.000000,3890.000000,3475.980957,58088000
2018-11-07,3900.000000,3950.000000,3870.000000,3950.000000,3529.594971,98350100
2018-11-08,3970.000000,4000.000000,3920.000000,4000.000000,3574.273438,74004300
2018-11-09,3960.000000,3960.000000,3920.000000,3920.000000,3502.788086,45243300
2018-11-12,3890.000000,3950.000000,3860.000000,3860.000000,3449.174072,57256000
2018-11-13,3810.000000,3850.000000,3750.000000,3830.000000,3422.367188,89819400
2018-11-14,3860.000000,3880.000000,3750.000000,3750.000000,3350.881592,72968500
2018-11-15,3800.000000,3940.000000,3790.000000,3910.000000,3493.852295,71440400
2018-11-16,3930.000000,4110.000000,3920.000000,4050.000000,3618.952148,128595600
2018-11-19,4050.000000,4050.000000,3930.000000,3950.000000,3529.594971,72785900
2018-11-20,3950.000000,3950.000000,3950.000000,3950.000000,3529.594971,0
2018-11-21,3860.000000,3960.000000,3850.000000,3960.000000,3538.530762,97525800
2018-11-22,3910.000000,3990.000000,3910.000000,3980.000000,3556.402344,52279900
2018-11-23,3980.000000,4000.000000,3950.000000,3990.000000,3565.337891,35499400
2018-11-26,3980.000000,4000.000000,3950.000000,3990.000000,3565.337891,43879100
2018-11-27,3940.000000,3950.000000,3850.000000,3880.000000,3467.045410,116422400
2018-11-28,3890.000000,3900.000000,3710.000000,3720.000000,3324.074463,195860500
2018-11-29,3770.000000,3810.000000,3710.000000,3740.000000,3341.946045,120921500
2018-11-30,3760.000000,3780.000000,3680.000000,3680.000000,3288.331787,151545800
2018-12-03,3740.000000,3770.000000,3700.000000,3700.000000,3306.203125,106891000
2018-12-04,3720.000000,3780.000000,3720.000000,3780.000000,3377.688721,121586400
2018-12-05,3740.000000,3800.000000,3730.000000,3770.000000,3368.752930,58424400
2018-12-06,3740.000000,3770.000000,3700.000000,3710.000000,3315.138672,62164100
2018-12-07,3700.000000,3710.000000,3660.000000,3670.000000,3279.395996,92902000
2018-12-10,3650.000000,3720.000000,3610.000000,3680.000000,3288.331787,70093700
2018-12-11,3640.000000,3670.000000,3610.000000,3620.000000,3234.717529,88050700
2018-12-12,3660.000000,3670.000000,3620.000000,3650.000000,3261.524658,87333000
2018-12-13,3680.000000,3780.000000,3660.000000,3750.000000,3350.881592,118965900
2018-12-14,3800.000000,3840.000000,3730.000000,3730.000000,3333.010254,139547100
2018-12-17,3740.000000,3770.000000,3710.000000,3710.000000,3315.138672,86251600
2018-12-18,3700.000000,3740.000000,3680.000000,3740.000000,3341.946045,79833100
2018-12-19,3740.000000,3810.000000,3740.000000,3810.000000,3404.495605,81542500
2018-12-20,3810.000000,3810.000000,3720.000000,3740.000000,3341.946045,100129200
2018-12-21,3700.000000,3770.000000,3700.000000,3760.000000,3359.817139,114752300
2018-12-24,3760.000000,3760.000000,3760.000000,3760.000000,3359.817139,0
2018-12-25,3760.000000,3760.000000,3760.000000,3760.000000,3359.817139,0
2018-12-26,3730.000000,3750.000000,3700.000000,3730.000000,3333.010254,50416400
2018-12-27,3780.000000,3790.000000,3730.000000,3750.000000,3350.881592,49980900
2018-12-28,3770.000000,3780.000000,3750.000000,3750.000000,3350.881592,48224400
2018-12-31,3750.000000,3750.000000,3750.000000,3750.000000,3350.881592,0
2019-01-01,3750.000000,3750.000000,3750.000000,3750.000000,3350.881592,0
2019-01-02,3750.000000,3760.000000,3700.000000,3730.000000,3333.010254,31355300
2019-01-03,3710.000000,3770.000000,3690.000000,3740.000000,3341.946045,83842400
2019-01-04,3690.000000,3740.000000,3690.000000,3710.000000,3315.138672,73936900
2019-01-07,3760.000000,3790.000000,3750.000000,3770.000000,3368.752930,83678100
2019-01-08,3770.000000,3800.000000,3750.000000,3800.000000,3395.559814,67963700
2019-01-09,3820.000000,3830.000000,3730.000000,3730.000000,3333.010254,98529400
2019-01-10,3760.000000,3800.000000,3740.000000,3800.000000,3395.559814,126396700
2019-01-11,3820.000000,3860.000000,3800.000000,3860.000000,3449.174072,116753700
2019-01-14,3810.000000,3850.000000,3790.000000,3850.000000,3440.238281,68487000
2019-01-15,3860.000000,3930.000000,3850.000000,3930.000000,3511.723877,83464900
2019-01-16,3940.000000,4000.000000,3920.000000,3990.000000,3565.337891,139056700
2019-01-17,3970.000000,3990.000000,3960.000000,3990.000000,3565.337891,78766100
2019-01-18,4010.000000,4020.000000,3970.000000,4020.000000,3592.145020,76350400
2019-01-21,4040.000000,4050.000000,4020.000000,4030.000000,3601.080566,83317600
2019-01-22,4000.000000,4010.000000,3930.000000,4000.000000,3574.273438,95420500
2019-01-23,3950.000000,3980.000000,3920.000000,3920.000000,3502.788086,72518500
2019-01-24,3900.000000,3910.000000,3830.000000,3860.000000,3449.174072,118836500
2019-01-25,3880.000000,3930.000000,3840.000000,3880.000000,3467.045410,75844000
2019-01-28,3880.000000,3890.000000,3730.000000,3780.000000,3377.688721,168983100
2019-01-29,3780.000000,3850.000000,3780.000000,3840.000000,3431.302979,118131200
2019-01-30,3850.000000,3890.000000,3830.000000,3860.000000,3449.174072,85903100
2019-01-31,3900.000000,3920.000000,3870.000000,3900.000000,3484.916504,110953700
2019-02-01,3910.000000,3930.000000,3830.000000,3870.000000,3458.109619,79588900
2019-02-04,3890.000000,3890.000000,3780.000000,3780.000000,3377.688721,70070500
2019-02-05,3780.000000,3780.000000,3780.000000,3780.000000,3377.688721,0
2019-02-06,3820.000000,3870.000000,3820.000000,3860.000000,3449.174072,72180200
2019-02-07,3890.000000,3890.000000,3830.000000,3860.000000,3449.174072,39141500
2019-02-08,3810.000000,3850.000000,3810.000000,3850.000000,3440.238281,32131700
2019-02-11,3870.000000,3940.000000,3860.000000,3930.000000,3511.723877,88628900
2019-02-12,3900.000000,3910.000000,3800.000000,3820.000000,3413.431396,92427800
2019-02-13,3840.000000,3850.000000,3780.000000,3790.000000,3386.624512,113161100
2019-02-14,3790.000000,3810.000000,3740.000000,3740.000000,3341.946045,76939400
2019-02-15,3770.000000,3800.000000,3730.000000,3790.000000,3386.624512,67812600
2019-02-18,3830.000000,3920.000000,3830.000000,3900.000000,3484.916504,80275800
2019-02-19,3930.000000,3940.000000,3900.000000,3920.000000,3502.788086,82962700
2019-02-20,3940.000000,3940.000000,3830.000000,3870.000000,3458.109619,87933000
